FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2
18JAN2021,41 a 50,M,Sputnik,Privado,17,0
18JAN2021,41 a 50,M,Sputnik,Publico,29,0
18JAN2021,41 a 50,M,Sputnik,Publico nacional,11,0
18JAN2021,51 a 60,F,Sputnik,Privado,12,0
18JAN2021,51 a 60,F,Sputnik,Publico,32,0
18JAN2021,51 a 60,F,Sputnik,Publico nacional,11,0
18JAN2021,51 a 60,M,Sputnik,Privado,10,0
18JAN2021,51 a 60,M,Sputnik,Publico,24,0
18JAN2021,51 a 60,M,Sputnik,Publico nacional,9,0
18JAN2021,61 a 70,M,Sputnik,Privado,1,0
19JAN2021,30 o menos,F,Sputnik,Privado,13,0
19JAN2021,30 o menos,F,Sputnik,Publico,23,30
19JAN2021,30 o menos,F,Sputnik,Publico nacional,1,0
19JAN2021,30 o menos,M,Sputnik,Privado,5,0
19JAN2021,30 o menos,M,Sputnik,Publico,13,16
19JAN2021,30 o menos,M,Sputnik,Publico nacional,2,0
19JAN2021,31 a 40,F,Sputnik,Privado,36,0
19JAN2021,31 a 40,F,Sputnik,Publico,51,83
19JAN2021,31 a 40,M,Sputnik,Privado,13,0
19JAN2021,31 a 40,M,Sputnik,Publico,16,51
19JAN2021,31 a 40,M,Sputnik,Publico nacional,2,0
19JAN2021,41 a 50,F,Sputnik,Privado,20,0
19JAN2021,41 a 50,F,Sputnik,Publico,34,90
19JAN2021,41 a 50,F,Sputnik,Publico nacional,3,0
19JAN2021,41 a 50,M,Sputnik,Privado,9,0
19JAN2021,41 a 50,M,Sputnik,Publico,24,60
19JAN2021,41 a 50,M,Sputnik,Publico nacional,2,0
19JAN2021,51 a 60,F,Sputnik,Privado,8,0
19JAN2021,51 a 60,F,Sputnik,Publico,24,54
19JAN2021,51 a 60,F,Sputnik,Publico nacional,1,0
19JAN2021,51 a 60,M,Sputnik,Privado,9,0
19JAN2021,51 a 60,M,Sputnik,Publico,23,38
19JAN2021,51 a 60,M,Sputnik,Publico nacional,1,0
19JAN2021,61 a 70,F,Sputnik,Publico,0,1
19JAN2021,61 a 70,M,Sputnik,Publico,0,2
20JAN2021,30 o menos,F,Sputnik,Privado,13,0
20JAN2021,30 o menos,F,Sputnik,Publico,4,70
20JAN2021,30 o menos,F,Sputnik,Publico nacional,8,0
20JAN2021,30 o menos,M,Sputnik,Privado,3,0
20JAN2021,30 o menos,M,Sputnik,Publico,0,26
20JAN2021,30 o menos,M,Sputnik,Publico nacional,2,0
20JAN2021,31 a 40,F,Sputnik,Privado,17,0
20JAN2021,31 a 40,F,Sputnik,Publico,2,125
20JAN2021,31 a 40,F,Sputnik,Publico nacional,6,0
20JAN2021,31 a 40,M,Sputnik,Privado,8,0
20JAN2021,31 a 40,M,Sputnik,Publico,1,93
20JAN2021,31 a 40,M,Sputnik,Publico nacional,5,0
20JAN2021,41 a 50,F,Sputnik,Privado,19,0
20JAN2021,41 a 50,F,Sputnik,Publico,2,127
20JAN2021,41 a 50,F,Sputnik,Publico nacional,11,0
20JAN2021,41 a 50,M,Sputnik,Privado,5,0
20JAN2021,41 a 50,M,Sputnik,Publico,3,73
20JAN2021,41 a 50,M,Sputnik,Publico nacional,8,0
20JAN2021,51 a 60,F,Sputnik,Privado,12,0
20JAN2021,51 a 60,F,Sputnik,Publico,0,75
20JAN2021,51 a 60,F,Sputnik,Publico nacional,11,0
20JAN2021,51 a 60,M,Sputnik,Privado,5,0
20JAN2021,51 a 60,M,Sputnik,Publico,0,54
20JAN2021,51 a 60,M,Sputnik,Publico nacional,5,0
20JAN2021,61 a 70,F,Sputnik,Privado,1,0
20JAN2021,61 a 70,F,Sputnik,Publico,0,1
21JAN2021,30 o menos,F,Sputnik,Publico,4,21
21JAN2021,30 o menos,F,Sputnik,Publico nacional,5,0
21JAN2021,30 o menos,M,Sputnik,Privado,1,0
21JAN2021,30 o menos,M,Sputnik,Publico,4,17
29DEC2020,30 o menos,F,Sputnik,Publico,76,0
29DEC2020,30 o menos,M,Sputnik,Publico,44,0
29DEC2020,31 a 40,F,Sputnik,Publico,147,0
29DEC2020,31 a 40,M,Sputnik,Publico,104,0
29DEC2020,41 a 50,F,Sputnik,Publico,154,0
29DEC2020,41 a 50,M,Sputnik,Publico,94,0
29DEC2020,51 a 60,F,Sputnik,Publico,100,0
29DEC2020,51 a 60,M,Sputnik,Publico,57,0
29DEC2020,61 a 70,F,Sputnik,Publico,2,0
29DEC2020,61 a 70,M,Sputnik,Publico,1,0
30DEC2020,30 o menos,F,Sputnik,Publico,111,0
30DEC2020,30 o menos,M,Sputnik,Publico,51,0
30DEC2020,31 a 40,F,Sputnik,Publico,173,0
30DEC2020,31 a 40,M,Sputnik,Publico,122,0
30DEC2020,41 a 50,F,Sputnik,Publico,177,0
30DEC2020,41 a 50,M,Sputnik,Publico,96,0
30DEC2020,51 a 60,F,Sputnik,Publico,103,0
30DEC2020,51 a 60,M,Sputnik,Publico,68,0
30DEC2020,61 a 70,F,Sputnik,Publico,1,0
30DEC2020,61 a 70,M,Sputnik,Publico,2,0
31DEC2020,30 o menos,F,Sputnik,Publico,3,0
31DEC2020,30 o menos,M,Sputnik,Publico,7,0
31DEC2020,31 a 40,F,Sputnik,Publico,17,0
31DEC2020,31 a 40,M,Sputnik,Publico,14,0
31DEC2020,41 a 50,F,Sputnik,Publico,21,0
31DEC2020,41 a 50,M,Sputnik,Publico,15,0
31DEC2020,51 a 60,F,Sputnik,Publico,8,0
31DEC2020,51 a 60,M,Sputnik,Publico,9,0
31DEC2020,61 a 70,F,Sputnik,Publico,1,0
02JAN2021,30 o menos,F,Sputnik,Publico,33,0
02JAN2021,30 o menos,M,Sputnik,Publico,14,0
02JAN2021,31 a 40,F,Sputnik,Publico,108,0
02JAN2021,31 a 40,M,Sputnik,Publico,58,0
02JAN2021,41 a 50,F,Sputnik,Publico,78,0
02JAN2021,41 a 50,M,Sputnik,Publico,50,0
02JAN2021,51 a 60,F,Sputnik,Publico,56,0
02JAN2021,51 a 60,M,Sputnik,Publico,30,0
02JAN2021,61 a 70,F,Sputnik,Publico,2,0
02JAN2021,61 a 70,M,Sputnik,Publico,1,0
03JAN2021,30 o menos,F,Sputnik,Publico,17,0
03JAN2021,30 o menos,M,Sputnik,Publico,9,0
03JAN2021,31 a 40,F,Sputnik,Publico,48,0
03JAN2021,31 a 40,M,Sputnik,Publico,25,0
03JAN2021,41 a 50,F,Sputnik,Publico,30,0
03JAN2021,41 a 50,M,Sputnik,Publico,12,0
03JAN2021,51 a 60,F,Sputnik,Publico,19,0
03JAN2021,51 a 60,M,Sputnik,Publico,9,0
04JAN2021,30 o menos,F,Sputnik,Privado,11,0
04JAN2021,30 o menos,F,Sputnik,Publico,89,0
04JAN2021,30 o menos,F,Sputnik,Publico nacional,5,0
04JAN2021,30 o menos,M,Sputnik,Privado,6,0
04JAN2021,30 o menos,M,Sputnik,Publico,56,0
04JAN2021,31 a 40,F,Sputnik,Privado,15,0
04JAN2021,31 a 40,F,Sputnik,Publico,178,0
04JAN2021,31 a 40,F,Sputnik,Publico nacional,9,0
04JAN2021,31 a 40,M,Sputnik,Privado,9,0
04JAN2021,31 a 40,M,Sputnik,Publico,102,0
04JAN2021,31 a 40,M,Sputnik,Publico nacional,5,0
04JAN2021,41 a 50,F,Sputnik,Privado,10,0
04JAN2021,41 a 50,F,Sputnik,Publico,162,0
04JAN2021,41 a 50,F,Sputnik,Publico nacional,3,0
04JAN2021,41 a 50,M,Sputnik,Privado,4,0
04JAN2021,41 a 50,M,Sputnik,Publico,94,0
04JAN2021,41 a 50,M,Sputnik,Publico nacional,5,0
04JAN2021,51 a 60,F,Sputnik,Privado,4,0
04JAN2021,51 a 60,F,Sputnik,Publico,99,0
04JAN2021,51 a 60,F,Sputnik,Publico nacional,2,0
04JAN2021,51 a 60,M,Sputnik,Privado,2,0
04JAN2021,51 a 60,M,Sputnik,Publico,71,0
04JAN2021,51 a 60,M,Sputnik,Publico nacional,1,0
04JAN2021,61 a 70,M,Sputnik,Privado,1,0
05JAN2021,30 o menos,F,Sputnik,Privado,29,0
05JAN2021,30 o menos,F,Sputnik,Publico,93,0
05JAN2021,30 o menos,F,Sputnik,Publico nacional,16,0
05JAN2021,30 o menos,M,Sputnik,Privado,15,0
05JAN2021,30 o menos,M,Sputnik,Publico,56,0
05JAN2021,30 o menos,M,Sputnik,Publico nacional,4,0
05JAN2021,31 a 40,F,Sputnik,Privado,60,0
05JAN2021,31 a 40,F,Sputnik,Publico,184,0
05JAN2021,31 a 40,F,Sputnik,Publico nacional,28,0
05JAN2021,31 a 40,M,Sputnik,Privado,49,0
05JAN2021,31 a 40,M,Sputnik,Publico,157,0
05JAN2021,31 a 40,M,Sputnik,Publico nacional,10,0
05JAN2021,41 a 50,F,Sputnik,Privado,28,0
05JAN2021,41 a 50,F,Sputnik,Publico,193,0
05JAN2021,41 a 50,F,Sputnik,Publico nacional,26,0
05JAN2021,41 a 50,M,Sputnik,Privado,15,0
05JAN2021,41 a 50,M,Sputnik,Publico,101,0
05JAN2021,41 a 50,M,Sputnik,Publico nacional,11,0
05JAN2021,51 a 60,F,Sputnik,Privado,9,0
05JAN2021,51 a 60,F,Sputnik,Publico,131,0
05JAN2021,51 a 60,F,Sputnik,Publico nacional,15,0
05JAN2021,51 a 60,M,Sputnik,Privado,8,0
05JAN2021,51 a 60,M,Sputnik,Publico,81,0
05JAN2021,51 a 60,M,Sputnik,Publico nacional,9,0
05JAN2021,61 a 70,F,Sputnik,Privado,1,0
05JAN2021,61 a 70,F,Sputnik,Publico,2,0
05JAN2021,61 a 70,M,Sputnik,Publico,1,0
05JAN2021,71 a 80,F,Sputnik,Privado,1,0
06JAN2021,30 o menos,F,Sputnik,Privado,23,0
06JAN2021,30 o menos,F,Sputnik,Publico,133,0
06JAN2021,30 o menos,F,Sputnik,Publico nacional,8,0
06JAN2021,30 o menos,M,Sputnik,Privado,12,0
06JAN2021,30 o menos,M,Sputnik,Publico,78,0
06JAN2021,30 o menos,M,Sputnik,Publico nacional,9,0
06JAN2021,31 a 40,F,Sputnik,Privado,43,0
06JAN2021,31 a 40,F,Sputnik,Publico,204,0
06JAN2021,31 a 40,F,Sputnik,Publico nacional,14,0
06JAN2021,31 a 40,M,Sputnik,Privado,44,0
06JAN2021,31 a 40,M,Sputnik,Publico,150,0
06JAN2021,31 a 40,M,Sputnik,Publico nacional,17,0
06JAN2021,41 a 50,F,Sputnik,Privado,28,0
06JAN2021,41 a 50,F,Sputnik,Publico,221,0
06JAN2021,41 a 50,F,Sputnik,Publico nacional,7,0
06JAN2021,41 a 50,M,Sputnik,Privado,28,0
06JAN2021,41 a 50,M,Sputnik,Publico,122,0
06JAN2021,41 a 50,M,Sputnik,Publico nacional,8,0
06JAN2021,51 a 60,F,Sputnik,Privado,5,0
06JAN2021,51 a 60,F,Sputnik,Publico,181,0
06JAN2021,51 a 60,F,Sputnik,Publico nacional,6,0
06JAN2021,51 a 60,M,Sputnik,Privado,8,0
06JAN2021,51 a 60,M,Sputnik,Publico,83,0
06JAN2021,51 a 60,M,Sputnik,Publico nacional,5,0
06JAN2021,61 a 70,F,Sputnik,Publico,1,0
06JAN2021,61 a 70,M,Sputnik,Publico,2,0
07JAN2021,30 o menos,F,Sputnik,Privado,7,0
07JAN2021,30 o menos,F,Sputnik,Publico,157,0
07JAN2021,30 o menos,F,Sputnik,Publico nacional,6,0
07JAN2021,30 o menos,M,Sputnik,Privado,8,0
07JAN2021,30 o menos,M,Sputnik,Publico,82,0
07JAN2021,31 a 40,F,Sputnik,Privado,18,0
07JAN2021,31 a 40,F,Sputnik,Publico,326,0
07JAN2021,31 a 40,F,Sputnik,Publico nacional,5,0
07JAN2021,31 a 40,M,Sputnik,Privado,24,0
07JAN2021,31 a 40,M,Sputnik,Publico,169,0
07JAN2021,31 a 40,M,Sputnik,Publico nacional,8,0
07JAN2021,41 a 50,F,Sputnik,Privado,20,0
07JAN2021,41 a 50,F,Sputnik,Publico,280,0
07JAN2021,41 a 50,F,Sputnik,Publico nacional,4,0
07JAN2021,41 a 50,M,Sputnik,Privado,10,0
07JAN2021,41 a 50,M,Sputnik,Publico,146,0
07JAN2021,41 a 50,M,Sputnik,Publico nacional,5,0
07JAN2021,51 a 60,F,Sputnik,Privado,8,0
07JAN2021,51 a 60,F,Sputnik,Publico,184,0
07JAN2021,51 a 60,F,Sputnik,Publico nacional,3,0
07JAN2021,51 a 60,M,Sputnik,Privado,2,0
07JAN2021,51 a 60,M,Sputnik,Publico,115,0
07JAN2021,51 a 60,M,Sputnik,Publico nacional,5,0
08JAN2021,30 o menos,F,Sputnik,Privado,17,0
08JAN2021,30 o menos,F,Sputnik,Publico,189,0
08JAN2021,30 o menos,F,Sputnik,Publico nacional,24,0
08JAN2021,30 o menos,M,Sputnik,Privado,9,0
08JAN2021,30 o menos,M,Sputnik,Publico,103,0
08JAN2021,30 o menos,M,Sputnik,Publico nacional,9,0
08JAN2021,31 a 40,F,Sputnik,Privado,16,0
08JAN2021,31 a 40,F,Sputnik,Publico,361,0
08JAN2021,31 a 40,F,Sputnik,Publico nacional,28,0
08JAN2021,31 a 40,M,Sputnik,Privado,14,0
08JAN2021,31 a 40,M,Sputnik,Publico,193,0
08JAN2021,31 a 40,M,Sputnik,Publico nacional,18,0
08JAN2021,41 a 50,F,Sputnik,Privado,28,0
08JAN2021,41 a 50,F,Sputnik,Publico,299,0
08JAN2021,41 a 50,F,Sputnik,Publico nacional,14,0
08JAN2021,41 a 50,M,Sputnik,Privado,18,0
08JAN2021,41 a 50,M,Sputnik,Publico,171,0
08JAN2021,41 a 50,M,Sputnik,Publico nacional,4,0
08JAN2021,51 a 60,F,Sputnik,Privado,14,0
08JAN2021,51 a 60,F,Sputnik,Publico,185,0
08JAN2021,51 a 60,F,Sputnik,Publico nacional,8,0
08JAN2021,51 a 60,M,Sputnik,Privado,16,0
08JAN2021,51 a 60,M,Sputnik,Publico,104,0
08JAN2021,51 a 60,M,Sputnik,Publico nacional,5,0
08JAN2021,61 a 70,F,Sputnik,Publico,3,0
08JAN2021,61 a 70,M,Sputnik,Publico,3,0
08JAN2021,61 a 70,M,Sputnik,Publico nacional,1,0
09JAN2021,30 o menos,F,Sputnik,Privado,3,0
09JAN2021,30 o menos,F,Sputnik,Publico,25,0
09JAN2021,30 o menos,F,Sputnik,Publico nacional,13,0
09JAN2021,30 o menos,M,Sputnik,Privado,1,0
09JAN2021,30 o menos,M,Sputnik,Publico,10,0
09JAN2021,30 o menos,M,Sputnik,Publico nacional,3,0
09JAN2021,31 a 40,F,Sputnik,Privado,4,0
09JAN2021,31 a 40,F,Sputnik,Publico,81,0
09JAN2021,31 a 40,F,Sputnik,Publico nacional,17,0
09JAN2021,31 a 40,M,Sputnik,Privado,9,0
09JAN2021,31 a 40,M,Sputnik,Publico,52,0
09JAN2021,31 a 40,M,Sputnik,Publico nacional,11,0
09JAN2021,41 a 50,F,Sputnik,Privado,2,0
09JAN2021,41 a 50,F,Sputnik,Publico,68,0
09JAN2021,41 a 50,F,Sputnik,Publico nacional,19,0
09JAN2021,41 a 50,M,Sputnik,Privado,3,0
09JAN2021,41 a 50,M,Sputnik,Publico,42,0
09JAN2021,41 a 50,M,Sputnik,Publico nacional,7,0
09JAN2021,51 a 60,F,Sputnik,Privado,3,0
09JAN2021,51 a 60,F,Sputnik,Publico,36,0
09JAN2021,51 a 60,F,Sputnik,Publico nacional,5,0
09JAN2021,51 a 60,M,Sputnik,Publico,30,0
09JAN2021,51 a 60,M,Sputnik,Publico nacional,1,0
10JAN2021,30 o menos,F,Sputnik,Privado,12,0
10JAN2021,30 o menos,F,Sputnik,Publico,36,0
10JAN2021,30 o menos,M,Sputnik,Privado,9,0
10JAN2021,30 o menos,M,Sputnik,Publico,24,0
10JAN2021,31 a 40,F,Sputnik,Privado,28,0
10JAN2021,31 a 40,F,Sputnik,Publico,125,0
10JAN2021,31 a 40,M,Sputnik,Privado,17,0
10JAN2021,31 a 40,M,Sputnik,Publico,72,0
10JAN2021,41 a 50,F,Sputnik,Privado,12,0
10JAN2021,41 a 50,F,Sputnik,Publico,92,0
10JAN2021,41 a 50,M,Sputnik,Privado,9,0
10JAN2021,41 a 50,M,Sputnik,Publico,45,0
10JAN2021,51 a 60,F,Sputnik,Privado,1,0
10JAN2021,51 a 60,F,Sputnik,Publico,59,0
10JAN2021,51 a 60,M,Sputnik,Privado,3,0
10JAN2021,51 a 60,M,Sputnik,Publico,28,0
10JAN2021,61 a 70,M,Sputnik,Privado,1,0
10JAN2021,61 a 70,M,Sputnik,Publico,1,0
11JAN2021,30 o menos,F,Sputnik,Privado,30,0
11JAN2021,30 o menos,F,Sputnik,Publico,203,0
11JAN2021,30 o menos,F,Sputnik,Publico nacional,26,0
11JAN2021,30 o menos,M,Sputnik,Privado,19,0
11JAN2021,30 o menos,M,Sputnik,Publico,86,0
11JAN2021,30 o menos,M,Sputnik,Publico nacional,9,0
11JAN2021,31 a 40,F,Sputnik,Privado,69,0
11JAN2021,31 a 40,F,Sputnik,Publico,297,0
11JAN2021,31 a 40,F,Sputnik,Publico nacional,38,0
11JAN2021,31 a 40,M,Sputnik,Privado,50,0
11JAN2021,31 a 40,M,Sputnik,Publico,198,0
11JAN2021,31 a 40,M,Sputnik,Publico nacional,19,0
11JAN2021,41 a 50,F,Sputnik,Privado,56,0
11JAN2021,41 a 50,F,Sputnik,Publico,257,0
11JAN2021,41 a 50,F,Sputnik,Publico nacional,15,0
11JAN2021,41 a 50,M,Sputnik,Privado,32,0
11JAN2021,41 a 50,M,Sputnik,Publico,133,0
11JAN2021,41 a 50,M,Sputnik,Publico nacional,11,0
11JAN2021,51 a 60,F,Sputnik,Privado,22,0
11JAN2021,51 a 60,F,Sputnik,Publico,176,0
11JAN2021,51 a 60,F,Sputnik,Publico nacional,10,0
11JAN2021,51 a 60,M,Sputnik,Privado,12,0
11JAN2021,51 a 60,M,Sputnik,Publico,85,0
11JAN2021,51 a 60,M,Sputnik,Publico nacional,7,0
11JAN2021,61 a 70,F,Sputnik,Publico,3,0
11JAN2021,61 a 70,M,Sputnik,Publico,2,0
11JAN2021,71 a 80,F,Sputnik,Publico,1,0
12JAN2021,30 o menos,F,Sputnik,Privado,12,0
12JAN2021,30 o menos,F,Sputnik,Publico,147,0
12JAN2021,30 o menos,F,Sputnik,Publico nacional,33,0
12JAN2021,30 o menos,M,Sputnik,Privado,8,0
12JAN2021,30 o menos,M,Sputnik,Publico,74,0
12JAN2021,30 o menos,M,Sputnik,Publico nacional,16,0
12JAN2021,31 a 40,F,Sputnik,Privado,67,0
12JAN2021,31 a 40,F,Sputnik,Publico,265,0
12JAN2021,31 a 40,F,Sputnik,Publico nacional,56,0
12JAN2021,31 a 40,M,Sputnik,Privado,49,0
12JAN2021,31 a 40,M,Sputnik,Publico,157,0
12JAN2021,31 a 40,M,Sputnik,Publico nacional,32,0
12JAN2021,41 a 50,F,Sputnik,Privado,29,0
12JAN2021,41 a 50,F,Sputnik,Publico,232,0
12JAN2021,41 a 50,F,Sputnik,Publico nacional,31,0
12JAN2021,41 a 50,M,Sputnik,Privado,26,0
12JAN2021,41 a 50,M,Sputnik,Publico,102,0
12JAN2021,41 a 50,M,Sputnik,Publico nacional,22,0
12JAN2021,51 a 60,F,Sputnik,Privado,24,0
12JAN2021,51 a 60,F,Sputnik,Publico,178,0
12JAN2021,51 a 60,F,Sputnik,Publico nacional,22,0
12JAN2021,51 a 60,M,Sputnik,Privado,13,0
12JAN2021,51 a 60,M,Sputnik,Publico,88,0
12JAN2021,51 a 60,M,Sputnik,Publico nacional,9,0
12JAN2021,61 a 70,F,Sputnik,Privado,1,0
12JAN2021,61 a 70,M,Sputnik,Publico nacional,1,0
13JAN2021,30 o menos,F,Sputnik,Privado,47,0
13JAN2021,30 o menos,F,Sputnik,Publico,115,0
13JAN2021,30 o menos,F,Sputnik,Publico nacional,18,0
13JAN2021,30 o menos,M,Sputnik,Privado,30,0
13JAN2021,30 o menos,M,Sputnik,Publico,37,0
13JAN2021,30 o menos,M,Sputnik,Publico nacional,13,0
13JAN2021,31 a 40,F,Sputnik,Privado,87,0
13JAN2021,31 a 40,F,Sputnik,Publico,196,0
13JAN2021,31 a 40,F,Sputnik,Publico nacional,41,0
13JAN2021,31 a 40,M,Sputnik,Privado,54,0
13JAN2021,31 a 40,M,Sputnik,Publico,91,0
13JAN2021,31 a 40,M,Sputnik,Publico nacional,21,0
13JAN2021,41 a 50,F,Sputnik,Privado,53,0
13JAN2021,41 a 50,F,Sputnik,Publico,149,0
13JAN2021,41 a 50,F,Sputnik,Publico nacional,32,0
13JAN2021,41 a 50,M,Sputnik,Privado,21,0
13JAN2021,41 a 50,M,Sputnik,Publico,91,0
03FEB2021,31 a 40,F,Sputnik,Publico,217,184
03FEB2021,31 a 40,F,Sputnik,Publico nacional,26,21
03FEB2021,31 a 40,M,Sputnik,Privado,70,38
03FEB2021,31 a 40,M,Sputnik,Publico,89,103
03FEB2021,31 a 40,M,Sputnik,Publico nacional,13,11
03FEB2021,41 a 50,F,Sputnik,Privado,75,28
03FEB2021,41 a 50,F,Sputnik,Publico,248,151
03FEB2021,41 a 50,F,Sputnik,Publico nacional,24,20
03FEB2021,41 a 50,M,Sputnik,Privado,23,19
03FEB2021,41 a 50,M,Sputnik,Publico,100,88
03FEB2021,41 a 50,M,Sputnik,Publico nacional,13,10
03FEB2021,51 a 60,F,Sputnik,Privado,34,17
03FEB2021,51 a 60,F,Sputnik,Publico,265,116
03FEB2021,51 a 60,F,Sputnik,Publico nacional,26,16
03FEB2021,51 a 60,M,Sputnik,Privado,25,9
03FEB2021,51 a 60,M,Sputnik,Publico,106,87
03FEB2021,51 a 60,M,Sputnik,Publico nacional,12,7
03FEB2021,61 a 70,F,Sputnik,Privado,15,0
03FEB2021,61 a 70,F,Sputnik,Publico,285,0
03FEB2021,61 a 70,F,Sputnik,Publico nacional,18,0
03FEB2021,61 a 70,M,Sputnik,Privado,13,0
03FEB2021,61 a 70,M,Sputnik,Publico,238,2
03FEB2021,61 a 70,M,Sputnik,Publico nacional,13,0
03FEB2021,71 a 80,F,Sputnik,Publico,27,0
03FEB2021,71 a 80,M,Sputnik,Privado,5,0
