FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2
03FEB2021,71 a 80,M,Sputnik,Publico,30,0
03FEB2021,81 a 90,F,Sputnik,Publico,2,0
03FEB2021,81 a 90,M,Sputnik,Privado,1,0
03FEB2021,81 a 90,M,Sputnik,Publico,2,0
04FEB2021,30 o menos,F,Sputnik,Privado,15,40
04FEB2021,30 o menos,F,Sputnik,Publico,67,143
04FEB2021,30 o menos,F,Sputnik,Publico nacional,22,32
04FEB2021,30 o menos,M,Sputnik,Privado,4,27
04FEB2021,30 o menos,M,Sputnik,Publico,32,67
04FEB2021,30 o menos,M,Sputnik,Publico nacional,4,21
04FEB2021,31 a 40,F,Sputnik,Privado,43,103
04FEB2021,31 a 40,F,Sputnik,Publico,204,252
04FEB2021,31 a 40,F,Sputnik,Publico nacional,22,38
04FEB2021,31 a 40,M,Sputnik,Privado,22,71
04FEB2021,31 a 40,M,Sputnik,Publico,75,142
04FEB2021,31 a 40,M,Sputnik,Publico nacional,11,33
04FEB2021,41 a 50,F,Sputnik,Privado,19,73
04FEB2021,41 a 50,F,Sputnik,Publico,208,219
04FEB2021,41 a 50,F,Sputnik,Publico nacional,15,26
04FEB2021,41 a 50,M,Sputnik,Privado,8,34
04FEB2021,41 a 50,M,Sputnik,Publico,95,122
04FEB2021,41 a 50,M,Sputnik,Publico nacional,9,21
04FEB2021,51 a 60,F,Sputnik,Privado,12,40
04FEB2021,51 a 60,F,Sputnik,Publico,245,152
04FEB2021,51 a 60,F,Sputnik,Publico nacional,20,13
04FEB2021,51 a 60,M,Sputnik,Privado,5,22
04FEB2021,51 a 60,M,Sputnik,Publico,101,74
04FEB2021,51 a 60,M,Sputnik,Publico nacional,10,8
04FEB2021,61 a 70,F,Sputnik,Publico,240,0
04FEB2021,61 a 70,F,Sputnik,Publico nacional,10,0
04FEB2021,61 a 70,M,Sputnik,Privado,5,0
04FEB2021,61 a 70,M,Sputnik,Publico,153,0
04FEB2021,61 a 70,M,Sputnik,Publico nacional,9,0
04FEB2021,71 a 80,F,Sputnik,Publico,35,0
04FEB2021,71 a 80,M,Sputnik,Publico,39,0
04FEB2021,81 a 90,F,Sputnik,Publico,3,0
04FEB2021,81 a 90,M,Sputnik,Publico,4,0
04FEB2021,91 o mas,M,Sputnik,Publico,1,0
05FEB2021,30 o menos,F,Sputnik,Privado,75,130
05FEB2021,30 o menos,F,Sputnik,Publico,131,203
05FEB2021,30 o menos,F,Sputnik,Publico nacional,17,25
05FEB2021,30 o menos,M,Sputnik,Privado,44,49
05FEB2021,30 o menos,M,Sputnik,Publico,49,115
05FEB2021,30 o menos,M,Sputnik,Publico nacional,6,14
05FEB2021,31 a 40,F,Sputnik,Privado,158,246
05FEB2021,31 a 40,F,Sputnik,Publico,305,385
05FEB2021,31 a 40,F,Sputnik,Publico nacional,44,31
05FEB2021,31 a 40,M,Sputnik,Privado,103,147
05FEB2021,31 a 40,M,Sputnik,Publico,125,214
05FEB2021,31 a 40,M,Sputnik,Publico nacional,12,20
05FEB2021,41 a 50,F,Sputnik,Privado,115,155
05FEB2021,41 a 50,F,Sputnik,Publico,289,305
05FEB2021,41 a 50,F,Sputnik,Publico nacional,20,26
05FEB2021,41 a 50,M,Sputnik,Privado,61,74
05FEB2021,41 a 50,M,Sputnik,Publico,90,155
05FEB2021,41 a 50,M,Sputnik,Publico nacional,11,13
05FEB2021,51 a 60,F,Sputnik,Privado,77,71
05FEB2021,51 a 60,F,Sputnik,Publico,296,241
05FEB2021,51 a 60,F,Sputnik,Publico nacional,38,11
05FEB2021,51 a 60,M,Sputnik,Privado,32,46
05FEB2021,51 a 60,M,Sputnik,Publico,129,118
05FEB2021,51 a 60,M,Sputnik,Publico nacional,24,6
05FEB2021,61 a 70,F,Sputnik,Privado,18,2
05FEB2021,61 a 70,F,Sputnik,Publico,234,2
05FEB2021,61 a 70,F,Sputnik,Publico nacional,22,0
05FEB2021,61 a 70,M,Sputnik,Privado,15,0
05FEB2021,61 a 70,M,Sputnik,Publico,156,1
05FEB2021,61 a 70,M,Sputnik,Publico nacional,17,0
05FEB2021,71 a 80,F,Sputnik,Privado,2,0
05FEB2021,71 a 80,F,Sputnik,Publico,40,0
05FEB2021,71 a 80,M,Sputnik,Privado,6,0
05FEB2021,71 a 80,M,Sputnik,Publico,41,0
05FEB2021,71 a 80,M,Sputnik,Publico nacional,4,0
05FEB2021,81 a 90,F,Sputnik,Publico,2,0
05FEB2021,81 a 90,M,Sputnik,Publico,5,0
06FEB2021,30 o menos,F,Sputnik,Privado,0,13
06FEB2021,30 o menos,F,Sputnik,Publico,15,82
06FEB2021,30 o menos,F,Sputnik,Publico nacional,3,6
06FEB2021,30 o menos,M,Sputnik,Privado,0,11
06FEB2021,30 o menos,M,Sputnik,Publico,8,60
06FEB2021,30 o menos,M,Sputnik,Publico nacional,0,2
06FEB2021,31 a 40,F,Sputnik,Privado,0,43
06FEB2021,31 a 40,F,Sputnik,Publico,43,163
06FEB2021,31 a 40,F,Sputnik,Publico nacional,16,10
06FEB2021,31 a 40,M,Sputnik,Privado,0,20
06FEB2021,31 a 40,M,Sputnik,Publico,17,87
06FEB2021,31 a 40,M,Sputnik,Publico nacional,3,8
06FEB2021,41 a 50,F,Sputnik,Privado,0,27
06FEB2021,41 a 50,F,Sputnik,Publico,33,146
06FEB2021,41 a 50,F,Sputnik,Publico nacional,11,13
06FEB2021,41 a 50,M,Sputnik,Privado,0,13
06FEB2021,41 a 50,M,Sputnik,Publico,24,71
06FEB2021,41 a 50,M,Sputnik,Publico nacional,7,2
06FEB2021,51 a 60,F,Sputnik,Privado,1,14
06FEB2021,51 a 60,F,Sputnik,Publico,42,89
06FEB2021,51 a 60,F,Sputnik,Publico nacional,6,3
06FEB2021,51 a 60,M,Sputnik,Privado,0,10
06FEB2021,51 a 60,M,Sputnik,Publico,16,52
06FEB2021,51 a 60,M,Sputnik,Publico nacional,6,2
06FEB2021,61 a 70,F,Sputnik,Privado,1,0
06FEB2021,61 a 70,F,Sputnik,Publico,23,0
06FEB2021,61 a 70,F,Sputnik,Publico nacional,2,0
06FEB2021,61 a 70,M,Sputnik,Privado,3,0
06FEB2021,61 a 70,M,Sputnik,Publico,18,0
06FEB2021,61 a 70,M,Sputnik,Publico nacional,1,0
06FEB2021,71 a 80,F,Sputnik,Publico,1,0
06FEB2021,71 a 80,M,Sputnik,Publico,1,0
07FEB2021,30 o menos,F,Sputnik,Privado,7,12
07FEB2021,30 o menos,F,Sputnik,Publico,24,44
07FEB2021,30 o menos,F,Sputnik,Publico nacional,0,2
07FEB2021,30 o menos,M,Sputnik,Privado,3,12
07FEB2021,30 o menos,M,Sputnik,Publico,14,22
07FEB2021,30 o menos,M,Sputnik,Publico nacional,0,1
07FEB2021,31 a 40,F,Sputnik,Privado,21,44
07FEB2021,31 a 40,F,Sputnik,Publico,60,107
07FEB2021,31 a 40,F,Sputnik,Publico nacional,0,3
07FEB2021,31 a 40,M,Sputnik,Privado,10,21
07FEB2021,31 a 40,M,Sputnik,Publico,32,46
07FEB2021,31 a 40,M,Sputnik,Publico nacional,0,2
07FEB2021,41 a 50,F,Sputnik,Privado,11,16
07FEB2021,41 a 50,F,Sputnik,Publico,54,107
07FEB2021,41 a 50,F,Sputnik,Publico nacional,0,1
07FEB2021,41 a 50,M,Sputnik,Privado,6,15
07FEB2021,41 a 50,M,Sputnik,Publico,31,55
07FEB2021,41 a 50,M,Sputnik,Publico nacional,0,3
07FEB2021,51 a 60,F,Sputnik,Privado,3,9
07FEB2021,51 a 60,F,Sputnik,Publico,38,60
07FEB2021,51 a 60,M,Sputnik,Privado,0,9
07FEB2021,51 a 60,M,Sputnik,Publico,19,28
07FEB2021,51 a 60,M,Sputnik,Publico nacional,0,1
07FEB2021,61 a 70,F,Sputnik,Publico,21,0
07FEB2021,61 a 70,M,Sputnik,Privado,4,0
07FEB2021,61 a 70,M,Sputnik,Publico,12,0
07FEB2021,71 a 80,F,Sputnik,Publico,1,0
07FEB2021,71 a 80,M,Sputnik,Privado,1,0
07FEB2021,71 a 80,M,Sputnik,Publico,1,0
08FEB2021,30 o menos,F,Sputnik,Privado,30,68
08FEB2021,30 o menos,F,Sputnik,Publico,51,74
08FEB2021,30 o menos,F,Sputnik,Publico nacional,19,36
08FEB2021,30 o menos,M,Sputnik,Privado,6,34
08FEB2021,30 o menos,M,Sputnik,Publico,24,34
08FEB2021,30 o menos,M,Sputnik,Publico nacional,11,18
08FEB2021,31 a 40,F,Sputnik,Privado,60,120
08FEB2021,31 a 40,F,Sputnik,Publico,108,127
08FEB2021,31 a 40,F,Sputnik,Publico nacional,43,43
08FEB2021,31 a 40,M,Sputnik,Privado,26,68
08FEB2021,31 a 40,M,Sputnik,Publico,59,75
08FEB2021,31 a 40,M,Sputnik,Publico nacional,23,23
08FEB2021,41 a 50,F,Sputnik,Privado,34,65
08FEB2021,41 a 50,F,Sputnik,Publico,123,142
08FEB2021,41 a 50,F,Sputnik,Publico nacional,28,33
08FEB2021,41 a 50,M,Sputnik,Privado,24,32
08FEB2021,41 a 50,M,Sputnik,Publico,59,60
08FEB2021,41 a 50,M,Sputnik,Publico nacional,14,20
08FEB2021,51 a 60,F,Sputnik,Privado,18,33
08FEB2021,51 a 60,F,Sputnik,Publico,96,84
08FEB2021,51 a 60,F,Sputnik,Publico nacional,27,14
08FEB2021,51 a 60,M,Sputnik,Privado,6,19
08FEB2021,51 a 60,M,Sputnik,Publico,53,42
08FEB2021,51 a 60,M,Sputnik,Publico nacional,20,10
08FEB2021,61 a 70,F,Sputnik,Privado,5,0
08FEB2021,61 a 70,F,Sputnik,Publico,76,0
08FEB2021,61 a 70,F,Sputnik,Publico nacional,22,0
08FEB2021,61 a 70,M,Sputnik,Privado,9,0
08FEB2021,61 a 70,M,Sputnik,Publico,66,0
08FEB2021,61 a 70,M,Sputnik,Publico nacional,14,0
08FEB2021,71 a 80,F,Sputnik,Privado,2,0
08FEB2021,71 a 80,F,Sputnik,Publico,7,0
08FEB2021,71 a 80,F,Sputnik,Publico nacional,1,0
08FEB2021,71 a 80,M,Sputnik,Privado,4,0
08FEB2021,71 a 80,M,Sputnik,Publico,6,0
08FEB2021,71 a 80,M,Sputnik,Publico nacional,1,0
08FEB2021,81 a 90,M,Sputnik,Privado,1,0
09FEB2021,30 o menos,F,Sputnik,Privado,63,25
09FEB2021,30 o menos,F,Sputnik,Publico,152,73
09FEB2021,30 o menos,F,Sputnik,Publico nacional,19,10
09FEB2021,30 o menos,M,Sputnik,Privado,23,11
09FEB2021,30 o menos,M,Sputnik,Publico,45,47
09FEB2021,30 o menos,M,Sputnik,Publico nacional,10,5
09FEB2021,31 a 40,F,Sputnik,Privado,119,48
09FEB2021,31 a 40,F,Sputnik,Publico,242,126
09FEB2021,31 a 40,F,Sputnik,Publico nacional,13,20
09FEB2021,31 a 40,M,Sputnik,Privado,71,27
09FEB2021,31 a 40,M,Sputnik,Publico,82,80
09FEB2021,31 a 40,M,Sputnik,Publico nacional,22,19
09FEB2021,41 a 50,F,Sputnik,Privado,89,38
09FEB2021,41 a 50,F,Sputnik,Publico,186,112
09FEB2021,41 a 50,F,Sputnik,Publico nacional,13,21
09FEB2021,41 a 50,M,Sputnik,Privado,50,17
09FEB2021,41 a 50,M,Sputnik,Publico,67,69
09FEB2021,41 a 50,M,Sputnik,Publico nacional,12,13
09FEB2021,51 a 60,F,Sputnik,Privado,58,24
09FEB2021,51 a 60,F,Sputnik,Publico,229,71
09FEB2021,51 a 60,F,Sputnik,Publico nacional,14,10
09FEB2021,51 a 60,M,Sputnik,Privado,34,15
09FEB2021,51 a 60,M,Sputnik,Publico,67,51
09FEB2021,51 a 60,M,Sputnik,Publico nacional,6,8
09FEB2021,61 a 70,F,Sputnik,Privado,12,0
09FEB2021,61 a 70,F,Sputnik,Publico,122,0
09FEB2021,61 a 70,F,Sputnik,Publico nacional,9,0
09FEB2021,61 a 70,M,Sputnik,Privado,13,0
09FEB2021,61 a 70,M,Sputnik,Publico,103,0
09FEB2021,61 a 70,M,Sputnik,Publico nacional,5,0
09FEB2021,71 a 80,F,Sputnik,Publico,5,0
09FEB2021,71 a 80,F,Sputnik,Publico nacional,1,0
09FEB2021,71 a 80,M,Sputnik,Privado,3,0
09FEB2021,71 a 80,M,Sputnik,Publico,10,0
09FEB2021,71 a 80,M,Sputnik,Publico nacional,1,0
09FEB2021,81 a 90,M,Sputnik,Publico,5,0
10FEB2021,30 o menos,F,Sputnik,Privado,37,22
10FEB2021,30 o menos,F,Sputnik,Publico,40,29
10FEB2021,30 o menos,F,Sputnik,Publico nacional,8,23
10FEB2021,30 o menos,M,Sputnik,Privado,15,7
10FEB2021,30 o menos,M,Sputnik,Publico,28,16
10FEB2021,30 o menos,M,Sputnik,Publico nacional,13,2
10FEB2021,31 a 40,F,Sputnik,Privado,84,33
10FEB2021,31 a 40,F,Sputnik,Publico,89,84
10FEB2021,31 a 40,F,Sputnik,Publico nacional,8,21
10FEB2021,31 a 40,M,Sputnik,Privado,33,19
10FEB2021,31 a 40,M,Sputnik,Publico,29,30
10FEB2021,31 a 40,M,Sputnik,Publico nacional,13,6
10FEB2021,41 a 50,F,Sputnik,Privado,63,18
10FEB2021,41 a 50,F,Sputnik,Publico,93,58
10FEB2021,41 a 50,F,Sputnik,Publico nacional,6,24
10FEB2021,41 a 50,M,Sputnik,Privado,41,19
10FEB2021,41 a 50,M,Sputnik,Publico,41,26
10FEB2021,41 a 50,M,Sputnik,Publico nacional,7,9
10FEB2021,51 a 60,F,Sputnik,Privado,36,8
10FEB2021,51 a 60,F,Sputnik,Publico,86,46
10FEB2021,51 a 60,F,Sputnik,Publico nacional,10,14
10FEB2021,51 a 60,M,Sputnik,Privado,21,4
10FEB2021,51 a 60,M,Sputnik,Publico,50,20
10FEB2021,51 a 60,M,Sputnik,Publico nacional,4,9
10FEB2021,61 a 70,F,Sputnik,Privado,11,0
10FEB2021,61 a 70,F,Sputnik,Publico,48,0
10FEB2021,61 a 70,F,Sputnik,Publico nacional,1,0
10FEB2021,61 a 70,M,Sputnik,Privado,6,0
10FEB2021,61 a 70,M,Sputnik,Publico,49,0
10FEB2021,61 a 70,M,Sputnik,Publico nacional,3,0
10FEB2021,71 a 80,F,Sputnik,Publico,7,0
10FEB2021,71 a 80,M,Sputnik,Privado,1,0
10FEB2021,71 a 80,M,Sputnik,Publico,8,0
10FEB2021,81 a 90,M,Sputnik,Privado,3,0
11FEB2021,30 o menos,F,Sputnik,Privado,43,4
11FEB2021,30 o menos,F,Sputnik,Publico,82,37
11FEB2021,30 o menos,F,Sputnik,Publico nacional,0,13
11FEB2021,30 o menos,M,Sputnik,Privado,20,2
11FEB2021,30 o menos,M,Sputnik,Publico,25,19
11FEB2021,30 o menos,M,Sputnik,Publico nacional,0,4
11FEB2021,31 a 40,F,Sputnik,Privado,84,12
11FEB2021,31 a 40,F,Sputnik,Publico,166,56
11FEB2021,31 a 40,F,Sputnik,Publico nacional,0,25
11FEB2021,31 a 40,M,Sputnik,Privado,43,10
11FEB2021,31 a 40,M,Sputnik,Publico,41,32
11FEB2021,31 a 40,M,Sputnik,Publico nacional,0,17
11FEB2021,41 a 50,F,Sputnik,Privado,41,11
11FEB2021,41 a 50,F,Sputnik,Publico,157,41
11FEB2021,41 a 50,F,Sputnik,Publico nacional,0,18
11FEB2021,41 a 50,M,Sputnik,Privado,20,4
11FEB2021,41 a 50,M,Sputnik,Publico,39,24
11FEB2021,41 a 50,M,Sputnik,Publico nacional,0,10
11FEB2021,51 a 60,F,Sputnik,Privado,34,1
11FEB2021,51 a 60,F,Sputnik,Publico,120,27
11FEB2021,51 a 60,F,Sputnik,Publico nacional,0,15
11FEB2021,51 a 60,M,Sputnik,Privado,21,1
11FEB2021,51 a 60,M,Sputnik,Publico,34,10
11FEB2021,51 a 60,M,Sputnik,Publico nacional,0,3
11FEB2021,61 a 70,F,Sputnik,Privado,20,0
11FEB2021,61 a 70,F,Sputnik,Publico,39,0
11FEB2021,61 a 70,F,Sputnik,Publico nacional,0,1
11FEB2021,61 a 70,M,Sputnik,Privado,23,0
11FEB2021,61 a 70,M,Sputnik,Publico,28,3
11FEB2021,61 a 70,M,Sputnik,Publico nacional,0,1
11FEB2021,71 a 80,F,Sputnik,Privado,2,0
11FEB2021,71 a 80,F,Sputnik,Publico,6,0
11FEB2021,71 a 80,M,Sputnik,Privado,7,0
11FEB2021,71 a 80,M,Sputnik,Publico,4,0
11FEB2021,81 a 90,M,Sputnik,Publico,1,0
12FEB2021,30 o menos,F,Sputnik,Privado,44,27
12FEB2021,30 o menos,F,Sputnik,Publico,43,33
12FEB2021,30 o menos,F,Sputnik,Publico nacional,0,5
12FEB2021,30 o menos,M,Sputnik,Privado,25,14
12FEB2021,30 o menos,M,Sputnik,Publico,11,17
12FEB2021,30 o menos,M,Sputnik,Publico nacional,0,3
12FEB2021,31 a 40,F,Sputnik,Privado,114,51
12FEB2021,31 a 40,F,Sputnik,Publico,66,66
12FEB2021,31 a 40,F,Sputnik,Publico nacional,1,20
12FEB2021,31 a 40,M,Sputnik,Privado,69,23
12FEB2021,31 a 40,M,Sputnik,Publico,34,28
12FEB2021,31 a 40,M,Sputnik,Publico nacional,0,6
12FEB2021,41 a 50,F,Sputnik,Privado,87,36
12FEB2021,41 a 50,F,Sputnik,Publico,66,63
12FEB2021,41 a 50,F,Sputnik,Publico nacional,0,20
12FEB2021,41 a 50,M,Sputnik,Privado,34,18
12FEB2021,41 a 50,M,Sputnik,Publico,31,20
12FEB2021,41 a 50,M,Sputnik,Publico nacional,0,6
12FEB2021,51 a 60,F,Sputnik,Privado,32,17
12FEB2021,51 a 60,F,Sputnik,Publico,48,27
12FEB2021,51 a 60,F,Sputnik,Publico nacional,0,7
12FEB2021,51 a 60,M,Sputnik,Privado,33,12
12FEB2021,51 a 60,M,Sputnik,Publico,20,17
12FEB2021,51 a 60,M,Sputnik,Publico nacional,0,4
12FEB2021,61 a 70,F,Sputnik,Privado,21,1
12FEB2021,61 a 70,F,Sputnik,Publico,16,0
12FEB2021,61 a 70,M,Sputnik,Privado,26,0
12FEB2021,61 a 70,M,Sputnik,Publico,19,0
12FEB2021,71 a 80,F,Sputnik,Privado,3,0
12FEB2021,71 a 80,F,Sputnik,Publico,4,0
12FEB2021,71 a 80,M,Sputnik,Privado,8,0
12FEB2021,71 a 80,M,Sputnik,Publico,5,0
12FEB2021,81 a 90,M,Sputnik,Privado,3,0
13FEB2021,30 o menos,F,Sputnik,Publico,0,6
13FEB2021,31 a 40,F,Sputnik,Privado,2,0
13FEB2021,31 a 40,F,Sputnik,Publico,1,12
13FEB2021,31 a 40,M,Sputnik,Privado,1,0
13FEB2021,31 a 40,M,Sputnik,Publico,0,7
13FEB2021,41 a 50,F,Sputnik,Privado,1,0
13FEB2021,41 a 50,F,Sputnik,Publico,3,4
13FEB2021,41 a 50,M,Sputnik,Publico,2,3
13FEB2021,51 a 60,F,Sputnik,Publico,2,6
13FEB2021,51 a 60,M,Sputnik,Privado,1,0
13FEB2021,51 a 60,M,Sputnik,Publico,3,3
14FEB2021,30 o menos,F,Sputnik,Privado,0,7
14FEB2021,30 o menos,M,Sputnik,Privado,0,2
14FEB2021,31 a 40,F,Sputnik,Privado,0,6
14FEB2021,31 a 40,F,Sputnik,Publico,0,1
14FEB2021,31 a 40,M,Sputnik,Privado,0,1
14FEB2021,31 a 40,M,Sputnik,Publico,0,1
14FEB2021,41 a 50,F,Sputnik,Privado,0,7
14FEB2021,41 a 50,F,Sputnik,Publico,0,2
14FEB2021,51 a 60,M,Sputnik,Privado,0,1
14FEB2021,51 a 60,M,Sputnik,Publico,0,1
16FEB2021,30 o menos,F,Sputnik,Publico nacional,0,1
16FEB2021,30 o menos,M,Sputnik,Publico nacional,0,1
16FEB2021,31 a 40,F,Sputnik,Privado,3,4
16FEB2021,31 a 40,F,Sputnik,Publico,0,4
16FEB2021,31 a 40,F,Sputnik,Publico nacional,0,6
16FEB2021,31 a 40,M,Sputnik,Privado,2,4
16FEB2021,31 a 40,M,Sputnik,Publico nacional,0,2
16FEB2021,41 a 50,F,Sputnik,Privado,0,6
16FEB2021,41 a 50,F,Sputnik,Publico,0,1
16FEB2021,41 a 50,F,Sputnik,Publico nacional,0,5
16FEB2021,41 a 50,M,Sputnik,Publico nacional,0,2
16FEB2021,51 a 60,F,Sputnik,Publico nacional,0,3
17FEB2021,30 o menos,F,Sputnik,Privado,52,8
17FEB2021,30 o menos,F,Sputnik,Publico,110,17
17FEB2021,30 o menos,F,Sputnik,Publico nacional,11,5
17FEB2021,30 o menos,M,Sputnik,Privado,47,4
17FEB2021,30 o menos,M,Sputnik,Publico,41,7
17FEB2021,30 o menos,M,Sputnik,Publico nacional,7,5
17FEB2021,31 a 40,F,Sputnik,Privado,130,13
17FEB2021,31 a 40,F,Sputnik,Publico,191,42
17FEB2021,31 a 40,F,Sputnik,Publico nacional,22,10
17FEB2021,31 a 40,M,Sputnik,Privado,70,11
17FEB2021,31 a 40,M,Sputnik,Publico,101,23
17FEB2021,31 a 40,M,Sputnik,Publico nacional,12,6
17FEB2021,41 a 50,F,Sputnik,Privado,112,6
17FEB2021,41 a 50,F,Sputnik,Publico,203,45
17FEB2021,41 a 50,F,Sputnik,Publico nacional,16,8
17FEB2021,41 a 50,M,Sputnik,Privado,40,7
17FEB2021,41 a 50,M,Sputnik,Publico,84,18
17FEB2021,41 a 50,M,Sputnik,Publico nacional,3,3
17FEB2021,51 a 60,F,Sputnik,Privado,36,3
17FEB2021,51 a 60,F,Sputnik,Publico,183,17
17FEB2021,51 a 60,F,Sputnik,Publico nacional,15,5
17FEB2021,51 a 60,M,Sputnik,Privado,27,3
17FEB2021,51 a 60,M,Sputnik,Publico,87,7
17FEB2021,51 a 60,M,Sputnik,Publico nacional,6,3
17FEB2021,61 a 70,F,Sputnik,Privado,9,0
17FEB2021,61 a 70,F,Sputnik,Publico,79,0
17FEB2021,61 a 70,F,Sputnik,Publico nacional,6,0
17FEB2021,61 a 70,M,Sputnik,Privado,21,0
17FEB2021,61 a 70,M,Sputnik,Publico,63,0